FileName,PP,Day,Date,TaskCode,TrainingPhase,TrainingPhaseLabel,Visual,Score,C,tau,PitchError,TE12rescaled,TE21rescaled
trial_log-200220-143013_task025_aud1_vis0_eps070_pp17_d1_,17,1,200220-143013,25,0,Training_,0,0.49,0.496,-0.069,1.013,1.30698078579705,2.76733005714815
trial_log-200220-143124_task025_aud1_vis0_eps070_pp17_d1_,17,1,200220-143124,25,0,Training_,0,0.461,0.523,-0.144,1.134,0.210571983587481,0.382319951015942
trial_log-200220-143231_task025_aud1_vis0_eps070_pp17_d1_,17,1,200220-143231,25,0,Training_,0,0.433,0.459,-0.059,1.059,1.23015325892155,0.804136995828294
trial_log-200220-143342_task025_aud1_vis0_eps070_pp17_d1_,17,1,200220-143342,25,0,Training_,0,0.432,0.462,-0.087,1.07,1.92959402152791,2.19842798080496
trial_log-200225-094339_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-094339,25,0,Training_,0,0.444,0.478,-0.094,1.076,1.9019716319066,1.53605881925616
trial_log-200225-094459_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-094459,25,0,Training_,0,0.466,0.571,-0.219,1.226,-0.265445817262067,0.38913874857331
trial_log-200225-094610_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-094610,25,0,Training_,0,0.434,0.517,0.036,1.192,1.93688086212231,1.13672179854394
trial_log-200225-094719_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-094719,25,0,Training_,0,0.413,0.517,0.343,1.252,2.30979034738258,1.09501980327352
trial_log-200225-094828_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-094828,25,0,Training_,0,0.3,0.384,0.297,1.278,2.0104301999075,0.857630309949946
trial_log-200225-094939_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-094939,25,0,Training_,0,0.397,0.482,0.046,1.215,-0.422077383756466,0.0815428652768296
trial_log-200225-095047_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-095047,25,0,Training_,0,0.555,0.63,-0.029,1.135,1.94086447975703,1.19212033668468
trial_log-200225-095156_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-095156,25,0,Training_,0,0.5,0.512,0.076,1.024,2.25290827432196,-0.41612625286847
trial_log-200225-095304_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-095304,25,0,Training_,0,0.314,0.428,-0.137,1.363,0.292357098748431,0.25340459078323
trial_log-200225-095414_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-095414,25,0,Training_,0,0.28,0.371,-0.051,1.328,-1.32542874589801,-1.6656480201741
trial_log-200225-100124_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-100124,25,0,Training_,0,0.374,0.509,0.361,1.358,4.43024110022956,2.08803122704941
trial_log-200225-100231_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-100231,25,0,Training_,0,0.396,0.425,0.205,1.074,2.47237844477046,0.961319111316567
trial_log-200225-100338_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-100338,25,0,Training_,0,0.395,0.477,0.325,1.208,1.77253459762707,0.84649331563266
trial_log-200225-100445_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-100445,25,0,Training_,0,0.442,0.539,-0.481,1.218,0.423216581566492,-0.376334309707722
trial_log-200225-100556_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-100556,25,0,Training_,0,0.338,0.515,-0.017,1.522,3.92394144065103,1.76324252338318
trial_log-200225-100705_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-100705,25,0,Training_,0,0.371,0.508,0.201,1.367,2.36050562182074,2.30645452419527
trial_log-200225-100813_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-100813,25,0,Training_,0,0.441,0.572,-0.159,1.297,2.47071338882877,1.27476214450041
trial_log-200225-100920_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-100920,25,0,Training_,0,0.309,0.455,-0.029,1.469,0.582211741682223,0.215055507514997
trial_log-200225-101028_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-101028,25,0,Training_,0,0.317,0.487,-0.024,1.537,0.232686895078459,-1.01050648172513
trial_log-200225-101138_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-101138,25,0,Training_,0,0.381,0.463,0.422,1.214,0.50050612228948,0.0118721915163304
trial_log-200225-101700_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-101700,25,0,Training_,0,0.352,0.418,0.166,1.186,3.37732641820191,0.836852068065072
trial_log-200225-101808_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-101808,25,0,Training_,0,0.37,0.524,-0.3,1.417,0.446018745395347,0.0644522730488989
trial_log-200225-101916_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-101916,25,0,Training_,0,0.424,0.534,-0.193,1.258,3.13670170564067,2.00793676517965
trial_log-200225-102025_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-102025,25,0,Training_,0,0.275,0.346,0.036,1.259,1.69876885819873,-0.100257206031471
trial_log-200225-102133_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-102133,25,0,Training_,0,0.312,0.438,-0.195,1.403,-0.25344751405205,-0.713025002997248
trial_log-200225-102242_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-102242,25,0,Training_,0,0.387,0.433,0.112,1.118,2.11794856450738,-1.6789502229086
trial_log-200225-102351_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-102351,25,0,Training_,0,0.444,0.519,0.237,1.168,2.02927808809783,0.343190754832888
trial_log-200225-102501_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-102501,25,0,Training_,0,0.393,0.478,-0.003,1.214,2.382364517098,1.44587701605366
trial_log-200225-102609_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-102609,25,0,Training_,0,0.384,0.507,-0.313,1.319,0.810187294344716,1.82378541249008
trial_log-200225-102719_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-102719,25,0,Training_,0,0.37,0.472,0.364,1.276,0.0838882578944358,1.35695778482973
trial_log-200225-103506_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-103506,25,0,Training_,0,0.371,0.434,0.142,1.17,4.65901577081994,1.70155320139607
trial_log-200225-103615_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-103615,25,0,Training_,0,0.542,0.541,0.068,0.998,3.91864456227749,2.63851110591551
trial_log-200225-103737_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-103737,25,0,Training_,0,0.369,0.442,-0.096,1.199,2.65997480594705,1.99361868693498
trial_log-200225-103846_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-103846,25,0,Training_,0,0.545,0.565,0.003,1.036,2.49238547101395,0.996818496110804
trial_log-200225-103956_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-103956,25,0,Training_,0,0.475,0.505,-0.06,1.062,1.13685242458958,-0.654458786906754
trial_log-200225-104104_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-104104,25,0,Training_,0,0.334,0.442,0.273,1.321,0.876235998490548,-0.477629151419988
trial_log-200225-104213_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-104213,25,0,Training_,0,0.306,0.384,-0.106,1.255,2.35880274584273,0.665254398127883
trial_log-200225-104322_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-104322,25,0,Training_,0,0.384,0.521,-0.039,1.357,2.37375436874338,1.15770592729461
trial_log-200225-104430_task025_aud1_vis0_eps070_pp25_d1_,25,1,200225-104430,25,0,Training_,0,0.384,0.419,-0.088,1.093,-0.1079826861578,1.2878887939356
trial_log-200220-110402_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-110402,25,0,Training_,0,0.301,0.484,0.222,1.604,3.11350315139348,0.110081974208156
trial_log-200220-110521_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-110521,25,0,Training_,0,0.271,0.517,0.3,1.906,3.31917141446873,1.3347713225567
trial_log-200220-110632_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-110632,25,0,Training_,0,0.269,0.531,0.213,1.971,-0.213913718028204,-2.68061759487524
trial_log-200220-110746_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-110746,25,0,Training_,0,0.508,0.543,-0.078,1.068,0.812844234673799,0.0293554573769387
trial_log-200220-110900_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-110900,25,0,Training_,0,0.162,0.385,-0.173,2.374,0.252796114055579,0.969235626784191
trial_log-200220-111017_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-111017,25,0,Training_,0,0.114,0.417,-0.013,3.663,2.784570145742,0.884007891679273
trial_log-200220-111151_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-111151,25,0,Training_,0,0.187,0.478,0.333,2.555,1.39391018767415,0.03550617151412
trial_log-200220-111259_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-111259,25,0,Training_,0,0.486,0.619,-0.144,1.273,-0.653731534339937,-0.168916930355387
trial_log-200220-111410_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-111410,25,0,Training_,0,0.476,0.553,-0.283,1.161,0.667723813291961,0.499231171538969
trial_log-200220-111523_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-111523,25,0,Training_,0,0.176,0.469,-0.195,2.672,1.86541155816459,0.0740116535009921
trial_log-200220-112221_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-112221,25,0,Training_,0,0.633,0.613,0.273,0.967,8.1876222582365,1.28147983078355
trial_log-200220-112338_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-112338,25,0,Training_,0,0.401,0.573,-0.08,1.43,3.90994922165114,2.5324064169734
trial_log-200220-112447_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-112447,25,0,Training_,0,0.592,0.585,0.172,0.989,4.60573605747665,1.52618226869413
trial_log-200220-112555_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-112555,25,0,Training_,0,0.269,0.541,-0.295,2.012,3.25736527658496,0.708217665510957
trial_log-200220-112704_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-112704,25,0,Training_,0,0.711,0.659,-0.144,0.927,5.9791508442868,2.56638220899654
trial_log-200220-112813_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-112813,25,0,Training_,0,0.435,0.552,-0.089,1.269,3.96646155019631,1.23823187682282
trial_log-200220-112922_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-112922,25,0,Training_,0,0.566,0.55,0.028,0.972,3.73047181117208,1.23570882689477
trial_log-200220-113030_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-113030,25,0,Training_,0,0.29,0.561,0.073,1.936,1.82286829898877,0.136944496598992
trial_log-200220-113138_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-113138,25,0,Training_,0,0.591,0.677,-0.08,1.147,1.34115663025725,1.62333832858177
trial_log-200220-113248_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-113248,25,0,Training_,0,0.508,0.528,-0.01,1.038,1.2531562622367,-0.454917526115559
trial_log-200220-113650_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-113650,25,0,Training_,0,0.495,0.57,0.116,1.15,3.91867253567094,1.12122803088153
trial_log-200220-113759_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-113759,25,0,Training_,0,0.597,0.615,0.079,1.03,2.88067596099634,2.41954159598771
trial_log-200220-113908_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-113908,25,0,Training_,0,0.408,0.516,-0.21,1.265,2.23959413930853,1.65375327182614
trial_log-200220-114016_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-114016,25,0,Training_,0,0.478,0.495,0.198,1.035,2.47979608800571,0.674494499435214
trial_log-200220-114125_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-114125,25,0,Training_,0,0.616,0.58,-0.365,0.941,2.8329318264034,3.00510925853636
trial_log-200220-114234_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-114234,25,0,Training_,0,0.32,0.491,0.087,1.536,1.96691452562724,2.03373558759991
trial_log-200220-114343_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-114343,25,0,Training_,0,0.607,0.596,0.009,0.982,2.00088327864494,-0.0671187134914907
trial_log-200220-114454_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-114454,25,0,Training_,0,0.386,0.539,0.101,1.395,1.37786118462563,1.59369764108433
trial_log-200220-114603_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-114603,25,0,Training_,0,0.634,0.579,0.064,0.913,3.18857254195281,1.9463955709904
trial_log-200220-114712_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-114712,25,0,Training_,0,0.33,0.52,-0.058,1.577,1.45841510370891,2.5476603415248
trial_log-200220-115405_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-115405,25,0,Training_,0,0.478,0.553,-0.079,1.156,3.86941869874145,3.13695914812856
trial_log-200220-115514_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-115514,25,0,Training_,0,0.541,0.562,0.184,1.038,3.5713827084701,2.59060164066879
trial_log-200220-115623_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-115623,25,0,Training_,0,0.569,0.598,0.056,1.05,3.43857106240374,2.16062577171522
trial_log-200220-115733_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-115733,25,0,Training_,0,0.307,0.572,0.28,1.864,1.19539340766491,1.59350615393148
trial_log-200220-115843_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-115843,25,0,Training_,0,0.557,0.607,-0.082,1.09,3.86821438749342,2.22363672748212
trial_log-200220-115949_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-115949,25,0,Training_,0,0.689,0.604,0.18,0.878,2.03249965399899,3.0246371104833
trial_log-200220-120058_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-120058,25,0,Training_,0,0.371,0.538,-0.051,1.45,2.6866150408095,2.21133635618155
trial_log-200220-120209_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-120209,25,0,Training_,0,0.279,0.479,0.36,1.716,0.674427350696427,2.62199988232654
trial_log-200220-120320_task025_aud1_vis0_eps070_pp26_d1_,26,1,200220-120320,25,0,Training_,0,0.187,0.541,0.054,2.889,3.64254933427928,3.45739146683991
trial_log-200220-153913_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-153913,25,0,Training_,0,0.566,0.548,-0.294,0.969,3.05186917192113,1.87011147447215
trial_log-200220-154029_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-154029,25,0,Training_,0,0.358,0.393,-0.069,1.098,4.11074338340748,-0.101960855536653
trial_log-200220-154141_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-154141,25,0,Training_,0,0.463,0.519,-0.101,1.12,3.72600785698274,-0.32268368215241
trial_log-200220-154249_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-154249,25,0,Training_,0,0.351,0.433,-0.376,1.233,4.17439889973618,0.991105718303118
trial_log-200220-154355_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-154355,25,0,Training_,0,0.429,0.456,-0.098,1.063,3.4101499742217,3.63995609009433
trial_log-200220-154501_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-154501,25,0,Training_,0,0.685,0.612,0.096,0.894,3.39489827460192,2.66577811546849
trial_log-200220-154612_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-154612,25,0,Training_,0,0.506,0.567,-0.15,1.119,1.68425606062635,1.06975250230248
trial_log-200220-154718_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-154718,25,0,Training_,0,0.404,0.469,0.01,1.161,2.90362604688297,0.754615542524498
trial_log-200220-154827_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-154827,25,0,Training_,0,0.428,0.51,-0.229,1.19,1.61834324209204,-1.05787781404669
trial_log-200220-154934_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-154934,25,0,Training_,0,0.533,0.555,0.105,1.041,3.76557280143889,2.50609749263645
trial_log-200220-155258_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-155258,25,0,Training_,0,0.439,0.486,0.224,1.108,4.77173764861633,2.00093897935604
trial_log-200220-155406_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-155406,25,0,Training_,0,0.619,0.606,0.372,0.979,2.88885349914622,1.93039414121517
trial_log-200220-155512_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-155512,25,0,Training_,0,0.68,0.622,0.026,0.914,2.92927347265641,2.09421497240775
trial_log-200220-155619_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-155619,25,0,Training_,0,0.685,0.603,0.234,0.88,2.62189211063928,3.54820159989343
trial_log-200220-155725_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-155725,25,0,Training_,0,0.539,0.612,0.107,1.136,3.62167595307855,3.96951944096548
trial_log-200220-155833_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-155833,25,0,Training_,0,0.579,0.607,0.421,1.05,3.82023209801477,0.884337477655755
trial_log-200220-155940_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-155940,25,0,Training_,0,0.506,0.539,0.379,1.067,3.3527490185237,2.08868053812383
trial_log-200220-160047_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-160047,25,0,Training_,0,0.401,0.437,0.182,1.09,1.73220215845017,2.86821900305039
trial_log-200220-160155_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-160155,25,0,Training_,0,0.481,0.501,0.356,1.043,3.82758109301867,1.26963703440094
trial_log-200220-160301_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-160301,25,0,Training_,0,0.598,0.629,0.59,1.052,2.49349301788091,1.74520717885491
trial_log-200220-161021_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-161021,25,0,Training_,0,0.604,0.589,0.192,0.974,4.98622757779717,2.29216468422805
trial_log-200220-161131_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-161131,25,0,Training_,0,0.489,0.576,0.427,1.178,4.93328520281676,1.95229300722007
trial_log-200220-161238_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-161238,25,0,Training_,0,0.378,0.479,0.791,1.269,3.2683034660137,3.26434562303115
trial_log-200220-161346_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-161346,25,0,Training_,0,0.428,0.521,0.322,1.216,4.41686542673074,1.08300904708676
trial_log-200220-161452_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-161452,25,0,Training_,0,0.413,0.59,0.369,1.431,2.56003283508304,3.11360516617678
trial_log-200220-161603_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-161603,25,0,Training_,0,0.499,0.581,0.236,1.165,4.16272874763585,5.30847507467805
trial_log-200220-161710_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-161710,25,0,Training_,0,0.513,0.591,0.493,1.152,3.97286258108682,1.77452734670478
trial_log-200220-161817_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-161817,25,0,Training_,0,0.654,0.693,0.144,1.059,4.67621623855819,2.59946055028086
trial_log-200220-161927_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-161927,25,0,Training_,0,0.511,0.551,0.147,1.079,4.26265567006003,2.45851517656715
trial_log-200220-162033_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-162033,25,0,Training_,0,0.714,0.696,0.282,0.975,4.4446842199007,3.70304661672043
trial_log-200220-162621_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-162621,25,0,Training_,0,0.467,0.499,0.239,1.067,3.52899323840878,3.99216229745909
trial_log-200220-162730_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-162730,25,0,Training_,0,0.773,0.704,0.02,0.911,4.67857640136555,1.29012201029007
trial_log-200220-162841_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-162841,25,0,Training_,0,0.517,0.539,0.277,1.043,5.6806692541636,2.91105138731499
trial_log-200220-162950_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-162950,25,0,Training_,0,0.527,0.538,0.342,1.02,2.38308685294765,1.21742946116558
trial_log-200220-163056_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-163056,25,0,Training_,0,0.446,0.491,0.193,1.1,4.23098799820618,2.16142554735198
trial_log-200220-163204_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-163204,25,0,Training_,0,0.6,0.61,0.158,1.018,3.91015731596367,3.94602865070468
trial_log-200220-163311_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-163311,25,0,Training_,0,0.556,0.571,0.313,1.028,4.76396690366556,2.41252677534669
trial_log-200220-163418_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-163418,25,0,Training_,0,0.507,0.547,0.319,1.08,3.92947354722876,2.85442935522945
trial_log-200220-163526_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-163526,25,0,Training_,0,0.509,0.605,0.132,1.189,3.75180591567112,0.721752413692314
trial_log-200220-163633_task025_aud1_vis0_eps070_pp28_d1_,28,1,200220-163633,25,0,Training_,0,0.514,0.568,0.386,1.105,5.25051046361538,1.56051251262645
trial_log-200213-094557_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-094557,25,0,Training_,0,0.341,0.387,-0.152,1.135,1.52592623224445,1.51308056721078
trial_log-200213-094715_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-094715,25,0,Training_,0,0.463,0.484,0.086,1.045,1.70338741820378,-0.0649775797571129
trial_log-200213-094832_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-094832,25,0,Training_,0,0.468,0.445,-0.197,0.95,1.60240403364011,0.986050395755357
trial_log-200213-094941_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-094941,25,0,Training_,0,0.464,0.458,0.051,0.987,0.602529287060967,0.950417246559247
trial_log-200213-095057_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-095057,25,0,Training_,0,0.543,0.557,0.124,1.026,1.90886927945202,-0.567944204442111
trial_log-200213-095207_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-095207,25,0,Training_,0,0.443,0.441,0.251,0.995,1.43123025084819,0.735885170164506
trial_log-200213-095316_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-095316,25,0,Training_,0,0.49,0.478,-0.184,0.975,1.65083708158178,0.530908883200425
trial_log-200213-095424_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-095424,25,0,Training_,0,0.457,0.453,0.405,0.99,0.94025503656514,2.58104894294205
trial_log-200213-095533_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-095533,25,0,Training_,0,0.407,0.413,-0.386,1.014,2.2476244951956,0.712100354134471
trial_log-200213-095643_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-095643,25,0,Training_,0,0.58,0.554,-0.512,0.956,1.0530471630987,1.73892178745927
trial_log-200213-095949_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-095949,25,0,Training_,0,0.495,0.545,-0.174,1.1,0.695923906609145,1.34348158293177
trial_log-200213-100057_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-100057,25,0,Training_,0,0.421,0.424,-0.186,1.007,2.27656429090613,1.13002757643706
trial_log-200213-100205_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-100205,25,0,Training_,0,0.441,0.531,0.004,1.203,2.46526559268114,1.00570568622177
trial_log-200213-100311_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-100311,25,0,Training_,0,0.437,0.498,0.054,1.139,1.11125074295859,-0.067241243004894
trial_log-200213-100419_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-100419,25,0,Training_,0,0.417,0.458,-0.041,1.099,1.36121115303765,1.62986508711398
trial_log-200213-100528_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-100528,25,0,Training_,0,0.553,0.613,0.345,1.108,0.655114999361217,3.06538641497054
trial_log-200213-100637_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-100637,25,0,Training_,0,0.415,0.45,-0.038,1.086,2.41748642587327,0.246480222584291
trial_log-200213-100745_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-100745,25,0,Training_,0,0.562,0.565,0.155,1.005,-0.957057579488708,0.566994480395444
trial_log-200213-100854_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-100854,25,0,Training_,0,0.453,0.426,-0.108,0.941,0.37367046180022,1.47492246654697
trial_log-200213-101002_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-101002,25,0,Training_,0,0.533,0.568,0.165,1.065,0.915769727396877,0.406658294919654
trial_log-200213-101530_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-101530,25,0,Training_,0,0.517,0.517,-0.277,1.001,3.04641934453612,2.17188653876568
trial_log-200213-101638_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-101638,25,0,Training_,0,0.548,0.545,0.437,0.994,3.90427556861225,0.34705775421848
trial_log-200213-101746_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-101746,25,0,Training_,0,0.491,0.505,-0.307,1.028,2.42877197354329,1.79187000428535
trial_log-200213-101853_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-101853,25,0,Training_,0,0.384,0.518,0.39,1.351,2.03626811243808,0.977865300578244
trial_log-200213-102006_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-102006,25,0,Training_,0,0.318,0.381,0.053,1.201,1.87849668116301,1.52399685005086
trial_log-200213-102117_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-102117,25,0,Training_,0,0.296,0.465,0.111,1.569,2.91099274216445,0.807854444699387
trial_log-200213-102227_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-102227,25,0,Training_,0,0.34,0.465,-0.128,1.365,1.62867766503434,0.254151969207669
trial_log-200213-102342_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-102342,25,0,Training_,0,0.454,0.463,0.043,1.019,0.136211939068115,1.07891289411184
trial_log-200213-102454_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-102454,25,0,Training_,0,0.442,0.473,-0.111,1.07,2.25698643711513,2.36940203963142
trial_log-200213-102603_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-102603,25,0,Training_,0,0.509,0.547,-0.098,1.076,1.91243204782717,0.983912418245651
trial_log-200213-103324_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-103324,25,0,Training_,0,0.518,0.554,-0.149,1.069,2.39997160058785,0.872332132390437
trial_log-200213-103430_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-103430,25,0,Training_,0,0.471,0.478,-0.332,1.014,0.968306177340974,0.400412554112861
trial_log-200213-103537_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-103537,25,0,Training_,0,0.474,0.471,-0.228,0.993,3.1540706715999,1.89792391412877
trial_log-200213-103643_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-103643,25,0,Training_,0,0.491,0.495,-0.07,1.008,2.01613593920385,0.597537707517221
trial_log-200213-103751_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-103751,25,0,Training_,0,0.448,0.452,-0.031,1.01,2.40959271652696,0.322195675767665
trial_log-200213-103900_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-103900,25,0,Training_,0,0.515,0.51,0.249,0.99,0.508620311101412,1.53349845141445
trial_log-200213-104008_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-104008,25,0,Training_,0,0.44,0.438,0.188,0.995,2.15393580838667,0.377717206640741
trial_log-200213-104117_task025_aud1_vis0_eps070_pp30_d1_,30,1,200213-104117,25,0,Training_,0,0.523,0.493,-0.299,0.944,-0.570556870941548,-0.778562764355756
