FileName,PP,Day,Date,TaskCode,TrainingPhase,TrainingPhaseLabel,Visual,Score,C,tau,PitchError,TE12rescaled,TE21rescaled
trial_log-200221-114234_task012_aud1_vis0_eps000_pp26_d2_test_periodic,26,2,200221-114234,12,2,Retention,0,0.205,0.688,0.075,3.359,1.57758940315246,0.266803042380642
trial_log-200221-114339_task012_aud1_vis0_eps000_pp26_d2_test_periodic,26,2,200221-114339,12,2,Retention,0,0.302,0.787,0.188,2.601,0.216435432988742,-0.446343768327899
trial_log-200221-114445_task012_aud1_vis0_eps000_pp26_d2_test_periodic,26,2,200221-114445,12,2,Retention,0,0.307,0.815,0.142,2.652,0.423395034251394,0.344300023868486
trial_log-200221-114551_task012_aud1_vis0_eps000_pp26_d2_test_periodic,26,2,200221-114551,12,2,Retention,0,0.285,0.774,-0.293,2.715,1.14722305205347,0.69546893411875
trial_log-200212-091702_task012_aud1_vis0_eps000_pp27_d1_test_periodic,27,1,200212-091702,12,-1,PreTest__,0,0.123,0.56,0.354,4.547,-0.265345706914299,0.927499867651043
trial_log-200212-091828_task012_aud1_vis0_eps000_pp27_d1_test_periodic,27,1,200212-091828,12,-1,PreTest__,0,0.15,0.735,0.071,4.91,-0.894310302094071,0.201430834178472
trial_log-200212-091931_task012_aud1_vis0_eps000_pp27_d1_test_periodic,27,1,200212-091931,12,-1,PreTest__,0,0.198,0.907,0.157,4.586,-0.920890413220638,-0.406705849074641
trial_log-200212-092039_task012_aud1_vis0_eps000_pp27_d1_test_periodic,27,1,200212-092039,12,-1,PreTest__,0,0.15,0.801,-0.31,5.34,-0.881259108560798,-0.0917484882660802
trial_log-200212-092143_task012_aud1_vis0_eps000_pp27_d1_test_periodic,27,1,200212-092143,12,-1,PreTest__,0,0.147,0.75,0.48,5.109,-0.513882411027362,-0.18546481008242
trial_log-200212-104642_task012_aud1_vis0_eps000_pp27_d1_test_periodic,27,1,200212-104642,12,1,PostTest_,0,0.121,0.806,0.031,6.665,-1.37206901135867,0.0050764667081023
trial_log-200212-104750_task012_aud1_vis0_eps000_pp27_d1_test_periodic,27,1,200212-104750,12,1,PostTest_,0,0.108,0.821,-0.105,7.595,-0.947031217538688,-0.380796242281546
trial_log-200212-104854_task012_aud1_vis0_eps000_pp27_d1_test_periodic,27,1,200212-104854,12,1,PostTest_,0,0.194,0.945,0.129,4.88,0.152854277674138,0.629664090483548
trial_log-200213-151029_task012_aud1_vis0_eps000_pp27_d2_test_periodic,27,2,200213-151029,12,2,Retention,0,0.175,0.835,0.115,4.763,-0.245026534974007,0.399998963999305
trial_log-200213-151132_task012_aud1_vis0_eps000_pp27_d2_test_periodic,27,2,200213-151132,12,2,Retention,0,0.211,0.899,-0.068,4.268,0.0175510459944978,-0.812173460977968
trial_log-200213-151239_task012_aud1_vis0_eps000_pp27_d2_test_periodic,27,2,200213-151239,12,2,Retention,0,0.197,0.909,-0.549,4.621,-0.533075992081164,-0.695067407909291
trial_log-200213-151342_task012_aud1_vis0_eps000_pp27_d2_test_periodic,27,2,200213-151342,12,2,Retention,0,0.225,0.916,0.156,4.077,0.165830083551173,1.92159181769109
trial_log-200213-151446_task012_aud1_vis0_eps000_pp27_d2_test_periodic,27,2,200213-151446,12,2,Retention,0,0.184,0.903,-0.133,4.918,0.274035359381624,-0.780291641381308
trial_log-200220-151752_task012_aud1_vis0_eps000_pp28_d1_test_periodic,28,1,200220-151752,12,-1,PreTest__,0,0.421,0.924,-0.069,2.194,0.450738097164243,-1.29623723934487
trial_log-200220-151900_task012_aud1_vis0_eps000_pp28_d1_test_periodic,28,1,200220-151900,12,-1,PreTest__,0,0.572,0.937,0.481,1.637,-0.395202269613553,0.0669157276871687
trial_log-200220-152003_task012_aud1_vis0_eps000_pp28_d1_test_periodic,28,1,200220-152003,12,-1,PreTest__,0,0.439,0.905,-0.271,2.062,-0.542161776596167,0.00628628053259344
trial_log-200220-152108_task012_aud1_vis0_eps000_pp28_d1_test_periodic,28,1,200220-152108,12,-1,PreTest__,0,0.528,0.927,-0.301,1.757,-0.0158964892354596,1.43594308036035
trial_log-200220-152219_task012_aud1_vis0_eps000_pp28_d1_test_periodic,28,1,200220-152219,12,-1,PreTest__,0,0.463,0.911,-0.056,1.965,-0.0847545825455007,-1.75095952887409
trial_log-200220-164319_task012_aud1_vis0_eps000_pp28_d1_test_periodic,28,1,200220-164319,12,1,PostTest_,0,0.487,0.933,0.1,1.915,-0.879810510085045,1.78827691633064
trial_log-200220-164423_task012_aud1_vis0_eps000_pp28_d1_test_periodic,28,1,200220-164423,12,1,PostTest_,0,0.472,0.934,-0.101,1.981,0.664279347380582,1.08749052590869
trial_log-200220-164527_task012_aud1_vis0_eps000_pp28_d1_test_periodic,28,1,200220-164527,12,1,PostTest_,0,0.442,0.939,-0.537,2.124,0.388156378470051,-0.315272267440291
trial_log-200221-150928_task012_aud1_vis0_eps000_pp28_d2_test_periodic,28,2,200221-150928,12,2,Retention,0,0.424,0.886,-0.27,2.09,-0.0173278659495051,-0.0323552588340304
trial_log-200221-151033_task012_aud1_vis0_eps000_pp28_d2_test_periodic,28,2,200221-151033,12,2,Retention,0,0.4,0.927,0.18,2.316,-0.256073019843908,1.32405868077665
trial_log-200221-151138_task012_aud1_vis0_eps000_pp28_d2_test_periodic,28,2,200221-151138,12,2,Retention,0,0.362,0.911,0.117,2.514,0.828794083713547,0.545170942943626
trial_log-200221-151243_task012_aud1_vis0_eps000_pp28_d2_test_periodic,28,2,200221-151243,12,2,Retention,0,0.354,0.908,0.49,2.564,0.112182176161268,-0.0966825121099802
trial_log-200221-151348_task012_aud1_vis0_eps000_pp28_d2_test_periodic,28,2,200221-151348,12,2,Retention,0,0.361,0.92,-0.034,2.546,-0.453033406376897,0.120374868668896
trial_log-200213-092229_task012_aud1_vis0_eps000_pp30_d1_test_periodic,30,1,200213-092229,12,-1,PreTest__,0,0.074,0.304,-0.226,4.119,-2.34776695597517,0.027918584660024
trial_log-200213-092334_task012_aud1_vis0_eps000_pp30_d1_test_periodic,30,1,200213-092334,12,-1,PreTest__,0,0.128,0.549,0.011,4.291,-2.01618997769376,-0.982597615423806
trial_log-200213-092439_task012_aud1_vis0_eps000_pp30_d1_test_periodic,30,1,200213-092439,12,-1,PreTest__,0,0.098,0.359,0.008,3.658,-2.70600644084309,-0.730239812648258
trial_log-200213-092546_task012_aud1_vis0_eps000_pp30_d1_test_periodic,30,1,200213-092546,12,-1,PreTest__,0,0.098,0.376,0.291,3.82,-0.547961605235624,-1.08891017812165
trial_log-200213-092654_task012_aud1_vis0_eps000_pp30_d1_test_periodic,30,1,200213-092654,12,-1,PreTest__,0,0.105,0.337,0.378,3.202,-1.26045179125256,0.757913952558175
trial_log-200213-105009_task012_aud1_vis0_eps000_pp30_d1_test_periodic,30,1,200213-105009,12,1,PostTest_,0,0.177,0.683,-0.39,3.851,-0.372320841619565,-0.937847343792211
trial_log-200213-105113_task012_aud1_vis0_eps000_pp30_d1_test_periodic,30,1,200213-105113,12,1,PostTest_,0,0.357,0.904,-0.026,2.528,-0.219264450603431,-1.55499205268417
trial_log-200213-105219_task012_aud1_vis0_eps000_pp30_d1_test_periodic,30,1,200213-105219,12,1,PostTest_,0,0.205,0.633,0.238,3.094,1.14303823565165,-0.163507878226625
trial_log-200214-091427_task012_aud1_vis0_eps000_pp30_d2_test_periodic,30,2,200214-091427,12,2,Retention,0,0.169,0.634,0.18,3.739,-0.786010240386397,-0.454461665522185
trial_log-200214-091534_task012_aud1_vis0_eps000_pp30_d2_test_periodic,30,2,200214-091534,12,2,Retention,0,0.246,0.736,0.152,2.986,1.34258443574216,1.87641943970044
trial_log-200214-091639_task012_aud1_vis0_eps000_pp30_d2_test_periodic,30,2,200214-091639,12,2,Retention,0,0.173,0.537,0.023,3.096,-1.09245190602376,-1.23824966086277
trial_log-200214-091744_task012_aud1_vis0_eps000_pp30_d2_test_periodic,30,2,200214-091744,12,2,Retention,0,0.095,0.334,0.035,3.501,-3.38662882882551,-0.553199347619177
trial_log-200214-091850_task012_aud1_vis0_eps000_pp30_d2_test_periodic,30,2,200214-091850,12,2,Retention,0,0.082,0.247,-0.229,2.998,-1.22920757825643,-0.422982804160285
trial_log-200123-125430_task020_aud1_vis0_eps000_pp1_d1_test_chaotic,1,1,200123-125430,20,-1,PreTest__,0,0.483,0.553,0.11,1.146,4.02656315069149,0.725912503741301
trial_log-200123-125548_task020_aud1_vis0_eps000_pp1_d1_test_chaotic,1,1,200123-125548,20,-1,PreTest__,0,0.459,0.506,0.137,1.102,6.21016555076976,1.43952884242962
trial_log-200123-125700_task020_aud1_vis0_eps000_pp1_d1_test_chaotic,1,1,200123-125700,20,-1,PreTest__,0,0.482,0.547,0.325,1.135,3.55029552633372,0.179060305417309
trial_log-200123-125809_task020_aud1_vis0_eps000_pp1_d1_test_chaotic,1,1,200123-125809,20,-1,PreTest__,0,0.371,0.496,0.035,1.336,3.65914577841679,0.716846310462634
trial_log-200123-125920_task020_aud1_vis0_eps000_pp1_d1_test_chaotic,1,1,200123-125920,20,-1,PreTest__,0,0.381,0.47,0.289,1.235,5.79418484748627,1.47320757150021
trial_log-200123-142013_task020_aud1_vis0_eps000_pp1_d1_test_chaotic,1,1,200123-142013,20,1,PostTest_,0,0.652,0.598,-0.154,0.916,2.47111844536313,2.52689586768121
trial_log-200123-142119_task020_aud1_vis0_eps000_pp1_d1_test_chaotic,1,1,200123-142119,20,1,PostTest_,0,0.71,0.646,0.236,0.91,1.73080016478685,4.07560664291455
trial_log-200123-142225_task020_aud1_vis0_eps000_pp1_d1_test_chaotic,1,1,200123-142225,20,1,PostTest_,0,0.632,0.667,0.429,1.056,3.94225455454992,1.60388992052104
trial_log-200124-114627_task020_aud1_vis0_eps000_pp1_d2_test_chaotic,1,2,200124-114627,20,2,Retention,0,0.541,0.599,0.423,1.107,2.5422667481833,1.60908212029554
trial_log-200124-114732_task020_aud1_vis0_eps000_pp1_d2_test_chaotic,1,2,200124-114732,20,2,Retention,0,0.486,0.559,0.405,1.149,3.18964122313045,0.853674616344596
trial_log-200124-114840_task020_aud1_vis0_eps000_pp1_d2_test_chaotic,1,2,200124-114840,20,2,Retention,0,0.446,0.548,0.548,1.227,3.48697889300918,1.46817969142133
trial_log-200124-114946_task020_aud1_vis0_eps000_pp1_d2_test_chaotic,1,2,200124-114946,20,2,Retention,0,0.407,0.499,0.539,1.225,2.76174486794443,2.09019071358992
trial_log-200124-115058_task020_aud1_vis0_eps000_pp1_d2_test_chaotic,1,2,200124-115058,20,2,Retention,0,0.476,0.611,0.152,1.285,3.80483574008699,2.0497971611318
trial_log-200203-152525_task020_aud1_vis0_eps000_pp4_d1_test_chaotic,4,1,200203-152525,20,-1,PreTest__,0,0.303,0.484,-0.055,1.596,6.52634484002393,1.87669001160245
trial_log-200203-152633_task020_aud1_vis0_eps000_pp4_d1_test_chaotic,4,1,200203-152633,20,-1,PreTest__,0,0.333,0.555,0.085,1.663,4.45007932060362,1.0896174326019
trial_log-200203-152738_task020_aud1_vis0_eps000_pp4_d1_test_chaotic,4,1,200203-152738,20,-1,PreTest__,0,0.234,0.408,0.087,1.746,4.9610797726158,0.449351479402417
trial_log-200203-152843_task020_aud1_vis0_eps000_pp4_d1_test_chaotic,4,1,200203-152843,20,-1,PreTest__,0,0.346,0.518,0.32,1.494,5.83308157198897,1.20736446398869
trial_log-200203-152948_task020_aud1_vis0_eps000_pp4_d1_test_chaotic,4,1,200203-152948,20,-1,PreTest__,0,0.351,0.59,0.377,1.682,5.43597040038734,2.25385428740236
trial_log-200203-164013_task020_aud1_vis0_eps000_pp4_d1_test_chaotic,4,1,200203-164013,20,1,PostTest_,0,0.46,0.569,0.206,1.238,4.87520562545876,0.342090239134503
trial_log-200203-164118_task020_aud1_vis0_eps000_pp4_d1_test_chaotic,4,1,200203-164118,20,1,PostTest_,0,0.432,0.575,0.008,1.332,6.10540670935506,1.23457985044121
trial_log-200203-164224_task020_aud1_vis0_eps000_pp4_d1_test_chaotic,4,1,200203-164224,20,1,PostTest_,0,0.401,0.548,0.028,1.368,4.59914340355431,0.170609772982951
trial_log-200205-094323_task020_aud1_vis0_eps000_pp4_d2_test_chaotic,4,2,200205-094323,20,2,Retention,0,0.32,0.544,0.075,1.698,4.32191094033244,1.58989486239161
trial_log-200205-094427_task020_aud1_vis0_eps000_pp4_d2_test_chaotic,4,2,200205-094427,20,2,Retention,0,0.279,0.535,0.078,1.916,5.33759953422347,-0.279130396868112
trial_log-200205-094533_task020_aud1_vis0_eps000_pp4_d2_test_chaotic,4,2,200205-094533,20,2,Retention,0,0.295,0.528,0.321,1.789,5.44398154078524,1.30194180180981
trial_log-200205-094638_task020_aud1_vis0_eps000_pp4_d2_test_chaotic,4,2,200205-094638,20,2,Retention,0,0.301,0.474,-0.057,1.575,3.13431284830195,-0.470108162943307
trial_log-200205-094744_task020_aud1_vis0_eps000_pp4_d2_test_chaotic,4,2,200205-094744,20,2,Retention,0,0.262,0.483,0.027,1.848,2.35504425011794,0.0661508038150326
trial_log-200129-131908_task020_aud1_vis0_eps000_pp5_d1_test_chaotic,5,1,200129-131908,20,-1,PreTest__,0,0.214,0.387,-0.009,1.807,4.36714439787516,-0.661432748568306
trial_log-200129-132011_task020_aud1_vis0_eps000_pp5_d1_test_chaotic,5,1,200129-132011,20,-1,PreTest__,0,0.272,0.447,0.294,1.646,2.60386565192785,0.850106297778197
trial_log-200129-132146_task020_aud1_vis0_eps000_pp5_d1_test_chaotic,5,1,200129-132146,20,-1,PreTest__,0,0.295,0.497,0.143,1.683,1.21172413208034,-0.653638149694641
trial_log-200129-132249_task020_aud1_vis0_eps000_pp5_d1_test_chaotic,5,1,200129-132249,20,-1,PreTest__,0,0.258,0.448,-0.009,1.738,4.11363190606856,1.57735242524405
trial_log-200129-132353_task020_aud1_vis0_eps000_pp5_d1_test_chaotic,5,1,200129-132353,20,-1,PreTest__,0,0.258,0.419,0.035,1.626,2.8465057748069,1.17333990576028
trial_log-200129-144932_task020_aud1_vis0_eps000_pp5_d1_test_chaotic,5,1,200129-144932,20,1,PostTest_,0,0.231,0.472,0.553,2.046,3.2496041026998,1.48342977062174
trial_log-200129-145035_task020_aud1_vis0_eps000_pp5_d1_test_chaotic,5,1,200129-145035,20,1,PostTest_,0,0.283,0.494,0.282,1.745,4.1285554864594,1.12377683621181
trial_log-200129-145138_task020_aud1_vis0_eps000_pp5_d1_test_chaotic,5,1,200129-145138,20,1,PostTest_,0,0.295,0.405,-0.151,1.376,2.31143418120112,0.451294179890954
trial_log-200130-130926_task020_aud1_vis0_eps000_pp5_d2_test_chaotic,5,2,200130-130926,20,2,Retention,0,0.286,0.434,-0.041,1.517,2.8098422308064,-0.705506283427501
trial_log-200130-131030_task020_aud1_vis0_eps000_pp5_d2_test_chaotic,5,2,200130-131030,20,2,Retention,0,0.341,0.523,0.064,1.534,2.52292339408493,-0.669064596432803
trial_log-200130-131133_task020_aud1_vis0_eps000_pp5_d2_test_chaotic,5,2,200130-131133,20,2,Retention,0,0.369,0.507,0.268,1.374,4.13865410538672,-0.344186362906246
trial_log-200130-131238_task020_aud1_vis0_eps000_pp5_d2_test_chaotic,5,2,200130-131238,20,2,Retention,0,0.322,0.438,0.143,1.361,2.77063050787545,1.19471325974158
trial_log-200130-131342_task020_aud1_vis0_eps000_pp5_d2_test_chaotic,5,2,200130-131342,20,2,Retention,0,0.359,0.483,0.132,1.346,1.31503429697074,0.500759112868377
trial_log-200122-093836_task020_aud1_vis0_eps000_pp6_d1_test_chaotic,6,1,200122-093836,20,-1,PreTest__,0,0.19,0.449,-0.112,2.361,2.80244880848416,0.666617896743647
trial_log-200122-093943_task020_aud1_vis0_eps000_pp6_d1_test_chaotic,6,1,200122-093943,20,-1,PreTest__,0,0.291,0.533,-0.017,1.833,3.21772182797424,0.644283489327989
trial_log-200122-094047_task020_aud1_vis0_eps000_pp6_d1_test_chaotic,6,1,200122-094047,20,-1,PreTest__,0,0.242,0.489,-0.113,2.025,2.27587088315573,-0.393431739091469
trial_log-200122-094152_task020_aud1_vis0_eps000_pp6_d1_test_chaotic,6,1,200122-094152,20,-1,PreTest__,0,0.21,0.449,-0.054,2.142,1.86943388849108,0.174027553921551
trial_log-200122-094256_task020_aud1_vis0_eps000_pp6_d1_test_chaotic,6,1,200122-094256,20,-1,PreTest__,0,0.179,0.379,0.112,2.122,0.720652064906469,-0.0472269927841263
trial_log-200122-111103_task020_aud1_vis0_eps000_pp6_d1_test_chaotic,6,1,200122-111103,20,1,PostTest_,0,0.363,0.464,-0.034,1.28,0.26842319671386,-1.60795684893759
trial_log-200122-111213_task020_aud1_vis0_eps000_pp6_d1_test_chaotic,6,1,200122-111213,20,1,PostTest_,0,0.379,0.514,-0.035,1.358,-0.387946304374419,0.0875132539229169
trial_log-200122-111318_task020_aud1_vis0_eps000_pp6_d1_test_chaotic,6,1,200122-111318,20,1,PostTest_,0,0.366,0.468,-0.491,1.278,1.4686168393456,0.0517868916280082
trial_log-200123-114319_task020_aud1_vis0_eps000_pp6_d2_test_chaotic,6,2,200123-114319,20,2,Retention,0,0.285,0.478,0.578,1.679,1.08419707403963,0.51612358893315
trial_log-200123-114450_task020_aud1_vis0_eps000_pp6_d2_test_chaotic,6,2,200123-114450,20,2,Retention,0,0.279,0.454,-0.351,1.627,2.13370385880093,0.011426837524966
trial_log-200123-114555_task020_aud1_vis0_eps000_pp6_d2_test_chaotic,6,2,200123-114555,20,2,Retention,0,0.348,0.463,-0.182,1.331,1.69281469032025,0.638231007652576
trial_log-200123-114700_task020_aud1_vis0_eps000_pp6_d2_test_chaotic,6,2,200123-114700,20,2,Retention,0,0.35,0.498,0.212,1.423,0.882124995418867,0.347705279813406
trial_log-200123-114805_task020_aud1_vis0_eps000_pp6_d2_test_chaotic,6,2,200123-114805,20,2,Retention,0,0.446,0.555,-0.084,1.245,1.82963265539042,-0.096756423541767
trial_log-200122-115554_task020_aud1_vis0_eps000_pp7_d1_test_chaotic,7,1,200122-115554,20,-1,PreTest__,0,0.255,0.465,-0.073,1.827,0.427038256133316,1.8527051321273
trial_log-200122-115707_task020_aud1_vis0_eps000_pp7_d1_test_chaotic,7,1,200122-115707,20,-1,PreTest__,0,0.293,0.521,-0.289,1.775,1.46246169410532,0.276132200524133
trial_log-200122-115816_task020_aud1_vis0_eps000_pp7_d1_test_chaotic,7,1,200122-115816,20,-1,PreTest__,0,0.277,0.47,0.043,1.7,1.61976996072545,1.12063760804433
trial_log-200122-115923_task020_aud1_vis0_eps000_pp7_d1_test_chaotic,7,1,200122-115923,20,-1,PreTest__,0,0.27,0.505,0.122,1.874,2.18882382143163,0.106180841923681
trial_log-200122-120030_task020_aud1_vis0_eps000_pp7_d1_test_chaotic,7,1,200122-120030,20,-1,PreTest__,0,0.231,0.451,0.166,1.95,1.86939703132209,1.32780931200535
trial_log-200122-133215_task020_aud1_vis0_eps000_pp7_d1_test_chaotic,7,1,200122-133215,20,1,PostTest_,0,0.27,0.538,-0.186,1.995,1.16647874853584,1.74000686977249
trial_log-200122-133323_task020_aud1_vis0_eps000_pp7_d1_test_chaotic,7,1,200122-133323,20,1,PostTest_,0,0.259,0.537,0.003,2.072,1.26147490238996,0.955581836559632
trial_log-200122-133430_task020_aud1_vis0_eps000_pp7_d1_test_chaotic,7,1,200122-133430,20,1,PostTest_,0,0.242,0.494,-0.056,2.043,2.72314849343359,2.07529238757858
trial_log-200123-150527_task020_aud1_vis0_eps000_pp7_d2_test_chaotic,7,2,200123-150527,20,2,Retention,0,0.227,0.531,-0.474,2.336,2.79513412371069,0.844250493002669
trial_log-200123-150635_task020_aud1_vis0_eps000_pp7_d2_test_chaotic,7,2,200123-150635,20,2,Retention,0,0.232,0.551,-0.304,2.375,3.38864918799626,1.81841789821038
trial_log-200123-150741_task020_aud1_vis0_eps000_pp7_d2_test_chaotic,7,2,200123-150741,20,2,Retention,0,0.225,0.52,-0.244,2.314,2.68062222628936,0.260216506345739
trial_log-200123-150851_task020_aud1_vis0_eps000_pp7_d2_test_chaotic,7,2,200123-150851,20,2,Retention,0,0.243,0.447,0.112,1.839,1.68681960556259,2.62999268437476
trial_log-200123-150958_task020_aud1_vis0_eps000_pp7_d2_test_chaotic,7,2,200123-150958,20,2,Retention,0,0.287,0.499,0.115,1.738,0.612258370846708,0.683721480267363
trial_log-200123-093623_task020_aud1_vis0_eps000_pp8_d1_test_chaotic,8,1,200123-093623,20,-1,PreTest__,0,0.39,0.591,0.129,1.514,3.86478578925942,0.157336173337571
trial_log-200123-093727_task020_aud1_vis0_eps000_pp8_d1_test_chaotic,8,1,200123-093727,20,-1,PreTest__,0,0.378,0.614,0.119,1.622,3.45415793099998,2.09664040251756
trial_log-200123-093831_task020_aud1_vis0_eps000_pp8_d1_test_chaotic,8,1,200123-093831,20,-1,PreTest__,0,0.422,0.568,0.172,1.346,3.86803497165378,2.7645845237995
trial_log-200123-093934_task020_aud1_vis0_eps000_pp8_d1_test_chaotic,8,1,200123-093934,20,-1,PreTest__,0,0.381,0.544,0.105,1.427,1.77368741036179,0.101810823190904
trial_log-200123-094039_task020_aud1_vis0_eps000_pp8_d1_test_chaotic,8,1,200123-094039,20,-1,PreTest__,0,0.498,0.643,0.042,1.29,4.26380395936956,1.17753068549426
trial_log-200123-104726_task020_aud1_vis0_eps000_pp8_d1_test_chaotic,8,1,200123-104726,20,1,PostTest_,0,0.285,0.522,0.197,1.831,4.05190622860725,-0.309986845870716
trial_log-200123-104829_task020_aud1_vis0_eps000_pp8_d1_test_chaotic,8,1,200123-104829,20,1,PostTest_,0,0.47,0.54,-0.129,1.148,4.73248520498962,1.15322327868996
trial_log-200123-104933_task020_aud1_vis0_eps000_pp8_d1_test_chaotic,8,1,200123-104933,20,1,PostTest_,0,0.485,0.614,-0.087,1.266,3.07354422450313,2.7359523810143
trial_log-200124-103810_task020_aud1_vis0_eps000_pp8_d2_test_chaotic,8,2,200124-103810,20,2,Retention,0,0.38,0.52,-0.071,1.37,4.68545965803369,3.08444686171122
trial_log-200124-103917_task020_aud1_vis0_eps000_pp8_d2_test_chaotic,8,2,200124-103917,20,2,Retention,0,0.395,0.549,-0.015,1.391,5.20880719853113,0.599721665261301
trial_log-200124-104024_task020_aud1_vis0_eps000_pp8_d2_test_chaotic,8,2,200124-104024,20,2,Retention,0,0.355,0.536,0.027,1.511,3.3424494166436,-1.20307967069146
trial_log-200124-104130_task020_aud1_vis0_eps000_pp8_d2_test_chaotic,8,2,200124-104130,20,2,Retention,0,0.369,0.592,-0.044,1.602,4.03946371299603,1.88087320265786
trial_log-200124-104237_task020_aud1_vis0_eps000_pp8_d2_test_chaotic,8,2,200124-104237,20,2,Retention,0,0.32,0.564,0.286,1.762,4.59422970355405,1.97650320630317
trial_log-200217-090410_task020_aud1_vis0_eps000_pp9_d1_test_chaotic,9,1,200217-090410,20,-1,PreTest__,0,0.342,0.45,0.26,1.315,0.362512500665005,-0.454727330768253
