FileName,PP,Day,Date,TaskCode,TrainingPhase,TrainingPhaseLabel,Visual,Score,C,tau,PitchError,MaxLyapStimShort,MaxLyapStimLong,MaxLyapUserShort,MaxLyapUserLong
trial_log-200203-104123_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-104123,10,0,Training_,0,1.006,0.877,-0.008,0.872,0.203167462509945,0.044264825457655,0.381476126227105,0.0706769678143193
trial_log-200224-153249_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-153249,10,0,Training_,0,0.306,0.618,-0.255,2.019,0.203640256196366,0.047776290015142,0.527620033044632,0.120163507215234
trial_log-200224-153407_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-153407,10,0,Training_,0,0.262,0.549,-0.323,2.096,0.184576173950838,0.0410979056643163,0.538275470634061,0.145864165177756
trial_log-200224-153524_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-153524,10,0,Training_,0,0.204,0.482,-0.085,2.359,0.200111102591586,0.0165395268222818,0.684885704066421,0.117337980694853
trial_log-200224-153637_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-153637,10,0,Training_,0,0.307,0.561,-0.382,1.828,0.189430666632059,0.0229477131070283,0.579665348389951,0.106071588229664
trial_log-200224-153745_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-153745,10,0,Training_,0,0.385,0.62,-0.217,1.611,0.20260872567936,0.021525793242291,0.524287245597864,0.131803373101181
trial_log-200224-153852_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-153852,10,0,Training_,0,0.421,0.695,-0.235,1.652,0.168325669448673,0.0213172388899313,0.461797099421249,0.0872182558594091
trial_log-200224-153959_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-153959,10,0,Training_,0,0.282,0.615,0.016,2.182,0.176253217116938,0.0447306163111918,0.384664878590768,0.0976680074797462
trial_log-200224-154106_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-154106,10,0,Training_,0,0.402,0.746,-0.214,1.859,0.218116186214759,0.013816624641023,0.333326419250587,0.0813873102642942
trial_log-200224-154213_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-154213,10,0,Training_,0,0.518,0.771,0.084,1.488,0.187988947097366,0.0337976349565304,0.447832651664747,0.115193751436089
trial_log-200224-154320_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-154320,10,0,Training_,0,0.653,0.84,0.062,1.286,0.183097844098368,0.0293346725182069,0.323826370890053,0.107690149976817
trial_log-200224-154831_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-154831,10,0,Training_,0,0.804,0.864,-0.212,1.075,0.204240637122084,0.0506726833528894,0.453576626076253,0.0704941892047503
trial_log-200224-154938_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-154938,10,0,Training_,0,0.481,0.83,-0.057,1.723,0.210613199171773,0.06055132917186,0.418004194006263,0.0982048280185814
trial_log-200224-155044_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-155044,10,0,Training_,0,0.811,0.878,-0.248,1.082,0.188328575782571,0.0281014260551386,0.386505652218836,0.123721684699531
trial_log-200224-155150_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-155150,10,0,Training_,0,0.441,0.77,0.047,1.746,0.184117553432686,0.0321112014395921,0.282119109360928,0.0759489369585068
trial_log-200224-155256_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-155256,10,0,Training_,0,0.428,0.703,0.059,1.642,0.206865552851679,0.024801477843728,0.45623158818349,0.0693108822145848
trial_log-200224-155404_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-155404,10,0,Training_,0,0.591,0.776,-0.011,1.313,0.181398430736909,0.0281375478603451,0.332304480929273,0.104139520896521
trial_log-200224-155510_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-155510,10,0,Training_,0,0.43,0.783,-0.35,1.821,0.159519900006871,0.0419650664390218,0.371874508325131,0.0988768185977588
trial_log-200224-155617_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-155617,10,0,Training_,0,0.46,0.815,0.249,1.773,0.165297577086239,0.0529217058466007,0.418184476441805,0.0828519017809499
trial_log-200224-155723_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-155723,10,0,Training_,0,0.658,0.848,0.02,1.288,0.225613132556176,0.0318282211620597,0.424188420016152,0.0886682616994472
trial_log-200224-155829_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-155829,10,0,Training_,0,0.499,0.802,-0.006,1.607,0.199684725245834,0.0350007728766556,0.337473023020129,0.134148748539078
trial_log-200224-160149_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-160149,10,0,Training_,0,0.637,0.784,-0.125,1.23,0.201754321804846,0.0320094295383741,0.323775604786782,0.0805037508738875
trial_log-200224-160255_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-160255,10,0,Training_,0,0.399,0.763,-0.222,1.91,0.194719031639727,0.0281404563764605,0.427166237797558,0.131654214050722
trial_log-200224-160419_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-160419,10,0,Training_,0,0.603,0.824,0.11,1.366,0.194181760853186,0.0424355767530089,0.292693454567974,0.0753950491021555
trial_log-200224-160525_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-160525,10,0,Training_,0,0.555,0.735,0.194,1.325,0.205982672830261,0.0491586167601211,0.418808905054387,0.129327448033666
trial_log-200224-160632_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-160632,10,0,Training_,0,0.575,0.797,0.151,1.386,0.193879364286057,0.0294874837517508,0.348022090306715,0.0973881912479654
trial_log-200224-160739_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-160739,10,0,Training_,0,0.89,0.901,0.006,1.012,0.182423043135963,0.0219904986823373,0.395917364752419,0.0131153990451362
trial_log-200224-160848_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-160848,10,0,Training_,0,0.595,0.835,-0.106,1.403,0.160801658994962,0.0377625028109358,0.389092422382102,0.121777216963886
trial_log-200224-160955_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-160955,10,0,Training_,0,0.502,0.737,-0.079,1.47,0.184768608514645,0.030551893465054,0.472349627109298,0.11313727130999
trial_log-200224-161103_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-161103,10,0,Training_,0,0.634,0.816,-0.006,1.288,0.216029100844603,0.0385829069919431,0.400188860752051,0.10418478801581
trial_log-200224-161209_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-161209,10,0,Training_,0,0.326,0.627,-0.13,1.924,0.189095189663956,0.0167359152934719,0.600092166010536,0.0481909533611882
trial_log-200224-161445_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-161445,10,0,Training_,0,0.837,0.874,-0.115,1.044,0.170111512335573,0.0183355067334965,0.378428750109463,0.10908510834774
trial_log-200224-161552_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-161552,10,0,Training_,0,0.616,0.831,0.234,1.349,0.19146457506787,0.0357130524551519,0.364604267754652,0.134511848296273
trial_log-200224-161658_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-161658,10,0,Training_,0,0.597,0.834,0.43,1.397,0.207170607078829,0.0234076595064747,0.422574374493517,0.154273928781235
trial_log-200224-161805_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-161805,10,0,Training_,0,0.879,0.875,-0.09,0.995,0.203779021804583,0.0137597947667236,0.349059900897174,0.125592589472477
trial_log-200224-161914_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-161914,10,0,Training_,0,0.543,0.753,0.111,1.387,0.173061394753625,0.0366932241154286,0.404718920032758,0.102216843389639
trial_log-200224-162021_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-162021,10,0,Training_,0,0.649,0.77,-0.092,1.187,0.172650052020017,0.0363897664199487,0.400242897396176,0.147194562793245
trial_log-200224-162127_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-162127,10,0,Training_,0,0.395,0.725,0.284,1.835,0.204308707452264,0.0439906529729188,0.312183143378764,0.144418227921924
trial_log-200224-162235_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-162235,10,0,Training_,0,0.625,0.836,-0.147,1.339,0.225292697375882,0.0547139499346143,0.434716128427926,0.10235444379881
trial_log-200224-162342_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-162342,10,0,Training_,0,0.742,0.816,0.113,1.101,0.218117885718516,0.046305914247811,0.518676156787105,0.114113995902653
trial_log-200224-162450_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-162450,10,0,Training_,0,0.681,0.851,-0.135,1.25,0.200546337129929,0.0798248505900143,0.414401521307213,0.0856728223653612
trial_log-200204-104207_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-104207,10,0,Training_,0,0.737,0.852,-0.099,1.156,0.214865793284188,0.0216459833487146,0.553781223027094,0.101867561170968
trial_log-200204-104327_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-104327,10,0,Training_,0,0.82,0.91,-0.14,1.109,0.236933196461131,0.0248005145744719,0.403038841217414,0.0614779955229469
trial_log-200204-104534_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-104534,10,0,Training_,0,0.491,0.871,-0.262,1.774,0.253574087981594,0.0430408612186106,0.443598818247373,0.11092837791187
trial_log-200204-104642_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-104642,10,0,Training_,0,0.861,0.881,-0.129,1.024,0.216331832639848,0.026092921597346,0.447058050734762,0.0753205564012965
trial_log-200204-104749_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-104749,10,0,Training_,0,0.417,0.751,0.109,1.802,0.227819158035297,0.0506722661809196,0.548221237765999,0.102030510770576
trial_log-200204-104900_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-104900,10,0,Training_,0,0.642,0.867,0.192,1.352,0.231776599619162,0.037548212094462,0.496352899989894,0.12588810565958
trial_log-200204-105007_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-105007,10,0,Training_,0,0.609,0.844,0.141,1.385,0.210837727567824,0.0317996867598056,0.475841005384265,0.067743290867409
trial_log-200204-105115_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-105115,10,0,Training_,0,0.582,0.8,-0.276,1.375,0.202087331206205,0.0281690031735349,0.614075645457371,0.0753124598085751
trial_log-200204-105223_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-105223,10,0,Training_,0,0.519,0.706,0.03,1.36,0.144770562705382,0.0368201351202685,0.640283613916134,0.119326869174812
trial_log-200204-105518_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-105518,10,0,Training_,0,0.668,0.925,-0.092,1.385,0.249896226156669,0.0422620698679412,0.425253322727463,0.100809046590361
trial_log-200204-105625_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-105625,10,0,Training_,0,0.671,0.782,0.177,1.165,0.20556392492771,0.0337360175608786,0.569848025314315,0.136373143359751
trial_log-200204-105735_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-105735,10,0,Training_,0,0.984,0.91,-0.272,0.925,0.229001275921821,0.0290595791537389,0.569328642160173,0.0931407086350382
trial_log-200204-105852_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-105852,10,0,Training_,0,0.505,0.794,0.006,1.573,0.212279732122156,0.038894661920039,0.620722865309793,0.10916270862464
trial_log-200204-110011_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-110011,10,0,Training_,0,0.501,0.783,-0.381,1.564,0.210508725560366,0.0222206302536132,0.579239938968539,0.124258551738233
trial_log-200204-110132_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-110132,10,0,Training_,0,0.704,0.898,-0.156,1.275,0.233053909990116,0.049113451711646,0.433599067950746,0.114776553073416
trial_log-200204-110239_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-110239,10,0,Training_,0,0.668,0.85,-0.423,1.274,0.205192253230501,0.0255012743944939,0.486117175802052,0.121654111579424
trial_log-200204-110349_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-110349,10,0,Training_,0,0.647,0.827,0.076,1.277,0.237712533711034,0.0540132475608215,0.482369039108163,0.159036993450806
trial_log-200204-110457_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-110457,10,0,Training_,0,0.696,0.818,0.037,1.175,0.225654555388704,0.0577291768299385,0.533901191452317,0.103876874399357
trial_log-200204-110605_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-110605,10,0,Training_,0,0.456,0.695,0.034,1.523,0.231541613497402,0.0581453414669005,0.570012477263402,0.0705974820642203
trial_log-200204-111457_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-111457,10,0,Training_,0,0.487,0.807,0.362,1.658,0.22216301898515,0.0396920169022074,0.600962330472242,0.155713016479188
trial_log-200204-111607_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-111607,10,0,Training_,0,0.592,0.878,0.025,1.484,0.259030683316188,0.0445362933776523,0.544854749566255,0.130885161842723
trial_log-200204-111721_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-111721,10,0,Training_,0,0.901,0.918,-0.399,1.019,0.217356152201114,0.039111447680241,0.538479466033849,0.156916858850275
trial_log-200204-111832_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-111832,10,0,Training_,0,0.901,0.904,-0.086,1.003,0.246487352431699,0.0605761076627189,0.395606636047005,0.127562819883333
trial_log-200204-111941_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-111941,10,0,Training_,0,0.759,0.885,-0.303,1.166,0.208447116598411,0.0194930545488781,0.450797958497744,0.133586261825214
trial_log-200204-112047_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-112047,10,0,Training_,0,0.786,0.819,0.007,1.042,0.23743831750835,0.0409879785786617,0.452155447460585,0.0939850843503993
trial_log-200204-112154_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-112154,10,0,Training_,0,0.677,0.829,-0.228,1.225,0.214666370568422,0.0577250944377668,0.488577735735798,0.123108306952155
trial_log-200204-112302_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-112302,10,0,Training_,0,0.637,0.818,-0.306,1.283,0.193151344380577,0.0186054079670688,0.472051667335534,0.11076787754039
trial_log-200204-112409_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-112409,10,0,Training_,0,0.328,0.71,0.1,2.166,0.237729060961704,0.0379925266218781,0.564446294077742,0.0661964227130094
trial_log-200204-112524_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-112524,10,0,Training_,0,0.595,0.848,0.023,1.425,0.212136286462953,0.0376069290542782,0.500347102636835,0.0818852447055782
trial_log-200204-112930_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-112930,10,0,Training_,0,0.31,0.779,0.467,2.509,0.227697635723151,0.0266026778647145,0.506470974192927,0.163911871598573
trial_log-200204-113046_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-113046,10,0,Training_,0,0.406,0.904,-0.172,2.228,0.206250988957317,0.0268566182749479,0.487871174809614,0.104943110103574
trial_log-200204-113156_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-113156,10,0,Training_,0,0.807,0.864,-0.074,1.07,0.229869112453867,0.0457066867376618,0.465684615484981,0.127165151087876
trial_log-200204-113304_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-113304,10,0,Training_,0,0.835,0.857,0.133,1.027,0.167071498122523,0.0298778654323963,0.457295011984859,0.0886688406253693
trial_log-200204-113411_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-113411,10,0,Training_,0,0.813,0.881,0.164,1.083,0.244796401429397,0.0390921032026442,0.456399135456437,0.12261490699194
trial_log-200204-113519_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-113519,10,0,Training_,0,0.57,0.794,-0.068,1.394,0.195684717404296,0.0298942436598819,0.586327549346961,0.12898514264594
trial_log-200204-113630_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-113630,10,0,Training_,0,0.362,0.635,0.1,1.755,0.180582187832435,0.0166169905367296,0.538040021366768,0.042232117628882
trial_log-200204-113742_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-113742,10,0,Training_,0,0.785,0.866,-0.112,1.104,0.194358882598718,0.0218786574206101,0.546632186293845,0.123354274000874
trial_log-200204-113850_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-113850,10,0,Training_,0,0.69,0.85,0.003,1.233,0.198019631127782,0.0478660413988164,0.520313717947394,0.0511431157726268
trial_log-200204-113957_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-113957,10,0,Training_,0,0.748,0.872,-0.106,1.166,0.19915324438126,0.0231563462518148,0.51980046370428,0.100325937547687
trial_log-200211-094117_task010_aud1_vis0_eps000_pp24_d1_,24,1,200211-094117,10,0,Training_,0,1.724,0.952,-0.032,0.552,0.131201544806159,0.00900483986535264,0.49421322221557,0.112634367347148
trial_log-200211-094230_task010_aud1_vis0_eps000_pp24_d1_,24,1,200211-094230,10,0,Training_,0,1.26,0.923,-0.056,0.732,0.155638688885705,0.0313650965792938,0.443963841388223,0.0909566664175568
trial_log-200211-094347_task010_aud1_vis0_eps000_pp24_d1_,24,1,200211-094347,10,0,Training_,0,1.728,0.958,-0.057,0.554,0.142596741501868,0.0571981755928886,0.420606153069815,0.102421714065334
trial_log-200211-094458_task010_aud1_vis0_eps000_pp24_d1_,24,1,200211-094458,10,0,Training_,0,1.743,0.951,-0.048,0.546,0.116561181698118,0.0298831852223348,0.399358931523605,0.086475139941423
trial_log-200211-094607_task010_aud1_vis0_eps000_pp24_d1_,24,1,200211-094607,10,0,Training_,0,1.385,0.95,-0.077,0.686,0.142597206609479,0.0474932483812819,0.467095384802467,0.0762181091869645
trial_log-200211-094714_task010_aud1_vis0_eps000_pp24_d1_,24,1,200211-094714,10,0,Training_,0,1.032,0.932,-0.1,0.903,0.136940506617105,0.0329188681635208,0.544048362679408,0.0110732691555079
trial_log-200211-094827_task010_aud1_vis0_eps000_pp24_d1_,24,1,200211-094827,10,0,Training_,0,1.149,0.938,-0.085,0.816,0.150924298747381,0.0283416259756675,0.531652403829698,0.114565886397301
trial_log-200211-094935_task010_aud1_vis0_eps000_pp24_d1_,24,1,200211-094935,10,0,Training_,0,1.088,0.937,-0.089,0.861,0.169007332523196,0.0380383853745188,0.466467393625181,0.0863346056628374
trial_log-200211-095043_task010_aud1_vis0_eps000_pp24_d1_,24,1,200211-095043,10,0,Training_,0,1.517,0.948,-0.043,0.625,0.140599731387438,0.043130902093933,0.508920673046998,0.0943646760536398
trial_log-200211-095152_task010_aud1_vis0_eps000_pp24_d1_,24,1,200211-095152,10,0,Training_,0,1.089,0.939,-0.086,0.862,0.162827218642129,0.0346331958723907,0.51303706545288,0.0500972522333582
trial_log-200211-095526_task010_aud1_vis0_eps000_pp24_d1_,24,1,200211-095526,10,0,Training_,0,1.217,0.939,-0.065,0.771,0.137477808403322,0.0151625851420762,0.496736923694636,0.0672074333711138
trial_log-200211-095642_task010_aud1_vis0_eps000_pp24_d1_,24,1,200211-095642,10,0,Training_,0,1.276,0.934,-0.083,0.732,0.170710334441111,0.0561431862697693,0.48919451341302,0.0210108704079109
trial_log-200211-095750_task010_aud1_vis0_eps000_pp24_d1_,24,1,200211-095750,10,0,Training_,0,2.47,0.959,-0.017,0.388,0.140734015483446,0.0353003936669724,0.359847327511347,0.0381673113712763
trial_log-200211-095908_task010_aud1_vis0_eps000_pp24_d1_,24,1,200211-095908,10,0,Training_,0,1.108,0.95,0.246,0.857,0.180172667500116,0.038615044274195,0.423657566137257,0.0575647644597305
trial_log-200211-100020_task010_aud1_vis0_eps000_pp24_d1_,24,1,200211-100020,10,0,Training_,0,0.733,0.871,0.133,1.188,0.173604910373024,0.0363266388459188,0.49635874137536,0.0993165279815294
trial_log-200211-100131_task010_aud1_vis0_eps000_pp24_d1_,24,1,200211-100131,10,0,Training_,0,1.098,0.941,-0.007,0.857,0.136490668807367,0.0189138514215996,0.526272761313006,0.0868178795631833
trial_log-200211-100239_task010_aud1_vis0_eps000_pp24_d1_,24,1,200211-100239,10,0,Training_,0,0.775,0.872,0.427,1.125,0.183428399113311,0.0256659816013804,0.643188193230834,0.0935158878905001
trial_log-200211-100348_task010_aud1_vis0_eps000_pp24_d1_,24,1,200211-100348,10,0,Training_,0,0.645,0.761,-0.192,1.18,0.221132405119025,0.0243749703491386,0.250247653774982,0.0302365371816706
trial_log-200211-100509_task010_aud1_vis0_eps000_pp24_d1_,24,1,200211-100509,10,0,Training_,0,1.17,0.929,-0.02,0.794,0.208457511892651,0.0530705775079238,0.333034434238915,0.086454377135277
trial_log-200211-100617_task010_aud1_vis0_eps000_pp24_d1_,24,1,200211-100617,10,0,Training_,0,0.54,0.794,0.037,1.469,0.230303486912858,0.0453135539179084,0.205820874538671,0.0222102956217268
trial_log-200211-100936_task010_aud1_vis0_eps000_pp24_d1_,24,1,200211-100936,10,0,Training_,0,1.221,0.953,-0.045,0.781,0.171844481347484,0.0356841563423526,0.387132884658445,0.0793538924553767
trial_log-200211-101044_task010_aud1_vis0_eps000_pp24_d1_,24,1,200211-101044,10,0,Training_,0,1.022,0.943,-0.106,0.923,0.187829201676189,0.0404923181414569,0.436643879322996,0.0842086433628965
trial_log-200211-101151_task010_aud1_vis0_eps000_pp24_d1_,24,1,200211-101151,10,0,Training_,0,0.996,0.847,0.002,0.851,0.219023985282796,0.0430310241924951,0.245770049077307,0.0407451092558052
